"speaking,language,english language,orthography",word write language english read mean speak letter call learn tswana botswana languages spoken bantu official natively written tshwa xoo mbukushu business khoe tuu kalanga kgalagadi speaks population setswana bechuanaland ndebele communication shona afrikaans protectorate non purely dying texts expanding inherited percentage useful colonial number rule estimated
camera phone,camera digital video feature system image screen control display include sony ericsson cyber cameras megapixel k shot dsc sensor handset cmos mobile compact lens autofocus c phone panorama using ultra communications branding sweep phones series bridge flash exmor superzoom wx prosumer bravia swiveling venture images viewfinder motion
"camcorder,webcam",camera digital video feature system image screen control display include camcorder hd lens hdc lenses camcorders zoom stills p x dual aiptek panasonic glasses sensors fujifilm w consumer optical pocket stereoscopic sdt dxg hdr td cam optimus stereo toshiba vivitar aquos gf pixels finepix lcd sony sd
touchscreen,camera digital video feature system image screen control display include sx sharp playback vga aac widescreen users eaac smartone aquos inch quality offers viewing mbit hsdpa swiveling ratio phone zoomed hyperlinks web mobile features megapixel autofocus contrast cursor swivel glare rewind tabs cg vodafone browsing pixels view sh minimizing
video,camera digital video feature system image screen control display include avs audio editing transitions menus software web timeline flickr dv blu storyboard apple ts editor create dvd twitvid save text discs clips computer disk effects suite formats webm burn view mkv facebook flv dpg amv youtube wmv dailymotion mov
"database,metadata,c++,data type",code user datum string create object database type set function oriented terminology schema databases ontologies relational xml conceptual data model stored rdbms vocabularies predicates hierarchies typed triples semantic storing implements theoretically subset thus transforming extensions mapping inheritance level keys deeper enhance file concepts experts intersection weak
george w. bush,iraq war government attack iran country american president bush israel znl u omladinac sezoni je jedinstvo kn najavljuje novoj nk klubu zbog iz hnl klub nastupa zupanije prepoznaje nadimkom splitskog saborskog nadimak sposobnosti muljanja osigurao neometano prvenstvom ispao situaciji kerumu ekspersno vracanje sljedecih polako otploviti nedescansko ostvarilo najavljivano poput mahmutovica
"mahmoud abbas,iraq,saddam hussein,iraq war,2003 invasion of iraq",iraq war government attack iran country american president bush israel iraqi israeli hussein al arab nouri maliki kurdistan rabin minister saddam prime palestinian countries israelis kurdish oil feith haifa gaza talabani jordan smuggling coalition pipeline scud kirkuk barak officials netanyahu relations syria respond condemned retaliate
in the evening,night week home sleep hour morning today feel weekend bed dasa episodes bilijana kmetija spela adrijana cet farm pm mocnik isolated th ejected aired contestants live br broadcast showmance weeks season house duals jurij saturday pop dejan show stay lest hostess leave kin tv hospitalized min lining per euro
"planet,moon,ganymede (moon),titan (moon)",earth sun space light clark planet wind moon ice lex planets blg surface subsurface methane icy ammonia k volatiles ogle solar habitable pluto microorganisms composed lb c water worlds chemosynthesis albedos cryosphere carbon primarily enceladus temperature eris exoplanet reclassification moa extrasolar triton plankton atmospheres system photosynthesis warmed
church architecture,church arch wall building window gothic nave side vault tower chancel arched windows transepts ashlar facades th infil octagonal galleted south sedile ambry trefoiled teston ragstone boteler round panel west wooden medieval barham buttressed coursed north lomas reredos grade vane dressings cruciform stonework shingles commandments lighted
painting,picture portrait paint painter figure master painting gallery raphael titian zoltan joo painted coffered reliefs artworks altar sculptures ceiling decorative peli tamas paintings art ages oil wall carve atelier acrylic manager figurative traditional ironic paints ceilings books broker reminds realization mural middle romanesque chooses illustrator budapest mood
"renaissance art,self-portrait,portrait painting",picture portrait paint painter figure master painting gallery raphael titian isabey francois boilly painters jean seated easel sculptor louis baptiste trioson engraver charles serangeli demarne gerard leopold lemot chaudet chenard nicolas bertaux drolling meynier girodet actor taunay percier dael bidault desfontaines mehul guillon comedie aine redoute talma pierre italien
"leaf,rootstock,inflorescence,seedling",plant tree fruit grow soil foot leaf seed root flower helicobasidium purpureum mycelium spp rot sclerotia plants mycelial urtica anamorph brassica susceptible asparagus crops rhizoctonian brebissonii rapifera tuberculina persicina threads desm violet fungus mycoparasitic saprobe capsella pastoris apium napus crambe mercurialis pastinaca sonchus felting carota chickweed millefolium
"jesus,god the father,christian theology,faith,salvation,eternal life (christianity),son of god,christianity,holy spirit (christianity)",god church christian thing word christ religion divine sin sermon mankind jesus believes everything spirit holy israel teaches eternal yhwh omnipotence nature trinity son intellect testament torah faith father judaism catholicism incarnation essence rabbinic proper consubstantial messiah uttermost adonai kingdom truth person wisdom attributes figuratively
"duomo,florence,lucca",church florence pope italy rome city san venice chapel giovanni lojudice bishop paolo titular augusto diocese vicar maritima auxiliary parish vicariate consecrant holiness alba ordination prenestino schiavon vallini vigilio redentore archbasilica cardinal theology poletti civita pontificio buon castellana seminario priest consiglio maria del santa agostino lateran ugo maggiore madre
san giovanni,church florence pope italy rome city san venice chapel giovanni piana albanesi degli eparchy greci megalomartire silicia palermo concatedral eparchia ammiraglio rite dei ordinariate cathedral albanian demetrio iuris sicily deemetrio albanians sui eparhia abanesi dell santa mezzojuso hores entellina archdiocese martorana titular stassi byzantine parishes cattedrale co lampsacus comunes orthodox
"illustrator,visual arts",art artist picture painter painting paint museum drawing study colour saleh hurufiyya printmaker khairat glassmaker ceramist al arab calligraphy paintings ceramics wijdan prints syria jerusalem ceramicist calligraphers jinn arabesque gouache works fabled watercolours educated liberating leighton miniatures classifies th illumination sufi movement neoclassical noted swansea illuminated myths
"abstract art,printmaking,art history,fine art,art",art artist picture painter painting paint museum drawing study colour pissarro curator curated cezanne impressionist camille yale wild modern carrier kimbell exhibitions contemporary gallery jasper respini university yuskavage yve johns rewald raisonne bershad department garrels sculptures dawoud crewdson authored reinstallation co artwork history currin sculpture hunter paul
"oil painting,painting",art artist picture painter painting paint museum drawing study colour nowosielski ceramics modrzewska nowosielska porcelain hiroshima leszek acrylic dimensional hanna ceramic lesna podkowa poland works abstract overseas katyn canvasses easel allegories friezes oil glaze plasticity lifes vases abstracts gaulle interacted mediums auschwitz glazed substituting figurative remembrance translating motives private
"portrait painting,watercolor painting",art artist picture painter painting paint museum drawing study colour waleria dzikow paintings aw tarnowska miniaturist stroynowski stanis rozalia portraits miniatures walerian jan gouache drawings watercolour holbain hoflize depicted wisniowa lesseur tarnowskiego horochow adys sniadecki jedrzej remondini mycielski felicja surowiecki wiktoria frate warsaw wawrzyniec mengs pszczyna tarnowski czarny hieronim
"cervix,caesarean section,placenta,pregnancy,childbirth,ectopic pregnancy,endometrium,uterus",child labor case head uterus pregnancy woman pelvis uterine pain retroverted anteverted bladder trimester pelvic cervix pregnant incarcerated constipation pregnancies urinary antevert fetus complication may pushed rupture incarceration sacculation bleeding abdomen leiomyomata void diagnosis cranially inability position distention decompressed sonography cystitis situations delivery cesarean
"ship,aircraft carrier,battlecruiser,submarine",ship naval navy war fleet vessel officer sea gun speed ships auxiliary msc nfaf tugs ammunition sealift replenishment fuel force mariners salvage rescue service operations combat ocean provide cargo clark towing debeach downed oilers lewis divers personnel tow civil supply aircraft ordnance military contingent underway command
"navy,warship",ship naval navy war fleet vessel officer sea gun speed warships royal lost sank ships cruisers roskill destroyers submarines sloops including commonwealth forces dominion carriers action according minelayers wounded battlecruisers enemy corvettes minesweepers vichy battleships loss frigates caused killed project defenses lent destroyer accidents batteries escort auxiliary list
"naval aviation,naval warfare",ship naval navy war fleet vessel officer sea gun speed marine mardet aboard marines corps warships detachment helmsmen captain sharpshooters excused officers rigging battleships gunnery required cruisers brig amphibious commandant engagements ashore states carriers ceremonial exceeded distances united securing deck protecting sailing often quarters commanding stationed artillery missions
torpedo boat,ship naval navy war fleet vessel officer sea gun speed osv riverhawk offshore boats imc mothership maritime patrol support equipped class browing accomplish marine capability towage accommodate guns seahawk msi maneuverable ships machine mm architecture crew oil troops hb basra capacity firefighting bhp acting providing mission logistic containment
ovarian cancer,case operation patient surgery tumor treatment wound hospital disease practice kidney onconephrology cancer nephrology chemotherapy patients renal onconephrologist ckin salahudeen onco aki microangiopathy anti transplant diseases thrombotic agents chemotherapeutic myeloma malignancy acute complications related dialysis oncology marrow cell nephros onkos injury siadh nephrologists chronic care unique bonventre
brain tumor,case operation patient surgery tumor treatment wound hospital disease practice liver metastases hepatectomy tumors emboli resection metastatic hepatic chemotherapy artery lobes via blood chemoembolization portal transcatheter kupffer bronchus electroporation resected sinusoids colonoscopy primary radiofrequency g patients systemically common cancer e ablation rectum metastasis supply colorectal ovaries venous obstructed
surgery,case operation patient surgery tumor treatment wound hospital disease practice craniotomy awake brain cortical anesthesia surgeon seizures stimulation neurosurgical anesthesiologist mapping neurosurgeon complications mac removing procedure epilepsy tumors stimulated aaa pallidotomy resectable skull bupivacaine glioblastomas tissue harm placement gliomas vital iatrogenic meninges hemodynamic general lidocaine remove claustrophobia
